date,product,role,contract,expire,spot,future,basis_raw,dpv_pts,basis_adj,annualized_rate,announced_ratio,calibre
2015-01-29,IM,current,IM1502,2015-02-20,6625.005,,,0.0,,,,p
2015-01-29,IM,next,IM1503,2015-03-20,6625.005,,,0.046582473792382464,,,0.35206843550397865,y
2015-01-29,IM,next,IM1503,2015-03-20,6625.005,,,0.046582473792382464,,,0.35206843550397865,d
2015-01-29,IM,next,IM1503,2015-03-20,6625.005,,,0.046582473792382464,,,0.35206843550397865,p
2015-01-29,IM,q1,IM1503,2015-03-20,6625.005,,,0.046582473792382464,,,0.35206843550397865,y
2015-01-29,IM,q1,IM1503,2015-03-20,6625.005,,,0.046582473792382464,,,0.35206843550397865,d
2015-01-29,IM,q1,IM1503,2015-03-20,6625.005,,,0.046582473792382464,,,0.35206843550397865,p
2015-01-29,IM,q2,IM1506,2015-06-19,6625.005,,,6.398911559445295,,,0.002562970048520388,y
2015-01-29,IM,q2,IM1506,2015-06-19,6625.005,,,6.394416437181467,,,0.0025647717553438035,d
2015-01-29,IM,q2,IM1506,2015-06-19,6625.005,,,6.480458802025917,,,0.002530718760971392,p
2015-01-30,IM,current,IM1502,2015-02-20,6546.597,,,0.0,,,,y
2015-01-30,IM,current,IM1502,2015-02-20,6546.597,,,0.0,,,,d
2015-01-30,IM,current,IM1502,2015-02-20,6546.597,,,0.0,,,,p
2015-01-30,IM,next,IM1503,2015-03-20,6546.597,,,0.04603116272090204,,,0.35206843550397865,y
2015-01-30,IM,next,IM1503,2015-03-20,6546.597,,,0.04603116272090204,,,0.35206843550397865,d
2015-01-30,IM,next,IM1503,2015-03-20,6546.597,,,0.04603116272090204,,,0.35206843550397865,p
2015-01-30,IM,q1,IM1503,2015-03-20,6546.597,,,0.04603116272090204,,,0.35206843550397865,y
2015-01-30,IM,q1,IM1503,2015-03-20,6546.597,,,0.04603116272090204,,,0.35206843550397865,d
2015-01-30,IM,q1,IM1503,2015-03-20,6546.597,,,0.04603116272090204,,,0.35206843550397865,p
2015-01-30,IM,q2,IM1506,2015-06-19,6546.597,,,6.323179411687974,,,0.002562970048520388,y
2015-01-30,IM,q2,IM1506,2015-06-19,6546.597,,,6.318737489919309,,,0.0025647717553438035,d
2015-01-30,IM,q2,IM1506,2015-06-19,6546.597,,,6.403761529533406,,,0.002530718760971392,p
2015-02-02,IM,current,IM1502,2015-02-20,6535.903,,,0.0,,,,y
2015-02-02,IM,current,IM1502,2015-02-20,6535.903,,,0.0,,,,d
2015-02-02,IM,current,IM1502,2015-02-20,6535.903,,,0.0,,,,p
2015-02-02,IM,next,IM1503,2015-03-20,6535.903,,,0.04886782505958845,,,0.4414532846922848,y
2015-02-02,IM,next,IM1503,2015-03-20,6535.903,,,0.04886782505958845,,,0.4414532846922848,d
2015-02-02,IM,next,IM1503,2015-03-20,6535.903,,,0.04886782505958845,,,0.4414532846922848,p
2015-02-02,IM,q1,IM1503,2015-03-20,6535.903,,,0.04886782505958845,,,0.4414532846922848,y
2015-02-02,IM,q1,IM1503,2015-03-20,6535.903,,,0.04886782505958845,,,0.4414532846922848,d
2015-02-02,IM,q1,IM1503,2015-03-20,6535.903,,,0.04886782505958845,,,0.4414532846922848,p
2015-02-02,IM,q2,IM1506,2015-06-19,6535.903,,,6.28184846730189,,,0.003434158273733242,y
2015-02-02,IM,q2,IM1506,2015-06-19,6535.903,,,6.2776599467704175,,,0.003436449580137192,d
2015-02-02,IM,q2,IM1506,2015-06-19,6535.903,,,6.361720416465633,,,0.003391042120066706,p
2015-02-03,IM,current,IM1502,2015-02-20,6654.549,,,0.0,,,,y
2015-02-03,IM,current,IM1502,2015-02-20,6654.549,,,0.0,,,,d
2015-02-03,IM,current,IM1502,2015-02-20,6654.549,,,0.0,,,,p
2015-02-03,IM,next,IM1503,2015-03-20,6654.549,,,0.04975492083992973,,,0.4414532846922848,y
2015-02-03,IM,next,IM1503,2015-03-20,6654.549,,,0.04975492083992973,,,0.4414532846922848,d
