date,product,role,contract,expire,spot,future,basis_raw,dpv_pts,basis_adj,annualized_rate,announced_ratio
2015-07-06,IH,q1,IH1509,2015-09-18,2749.998,2781.6,31.60199999999986,18.874454823514707,50.47645482351457,9.053523051497265,0.9267784631853312
2015-07-06,IH,q2,IH1512,2015-12-18,2749.998,2826.0,76.00199999999995,19.507088906037925,95.50908890603787,7.682830370037255,0.8967221259438449
2015-07-07,IH,current,IH1507,2015-07-17,2812.446,2747.0,-65.44599999999991,11.496728763192621,-53.94927123680729,-70.01550963621938,1.0
2015-07-07,IH,next,IH1508,2015-08-21,2812.446,2720.0,-92.44599999999991,14.494182058200332,-77.95181794179958,-22.481350989104897,1.0
2015-07-07,IH,q1,IH1509,2015-09-18,2812.446,2726.0,-86.44599999999991,15.907582004989445,-70.53841799501046,-12.540403974869289,0.9111492905492615
2015-07-07,IH,q2,IH1512,2015-12-18,2812.446,2752.2,-60.246000000000095,16.554582182755432,-43.69141781724466,-3.457490232765163,0.8755389835992734
2015-07-08,IH,current,IH1507,2015-07-17,2608.977,2500.2,-108.77700000000004,10.664987316523765,-98.11201268347628,-152.51139358653194,1.0
2015-07-08,IH,next,IH1508,2015-08-21,2608.977,2480.8,-128.17699999999968,13.445587088128029,-114.73141291187164,-36.47978578370786,1.0
2015-07-08,IH,q1,IH1509,2015-09-18,2608.977,2490.8,-118.17699999999968,14.756733312081847,-103.42026668791783,-20.09535907767788,0.9111492905492615
2015-07-08,IH,q2,IH1512,2015-12-18,2608.977,2512.6,-96.37699999999995,15.356925665210538,-81.02007433478941,-6.9538872833848835,0.8755389835992734
2015-07-09,IH,current,IH1507,2015-07-17,2781.077,2751.4,-29.677000000000135,7.573230442408545,-22.10376955759159,-36.26237195392707,1.0
2015-07-09,IH,next,IH1508,2015-08-21,2781.077,2706.0,-75.07700000000023,10.537251233321562,-64.53974876667866,-19.698749884372386,1.0
2015-07-09,IH,q1,IH1509,2015-09-18,2781.077,2701.0,-80.07700000000023,11.93488663105593,-68.1421133689443,-12.59612903925029,0.882894958206175
2015-07-09,IH,q2,IH1512,2015-12-18,2781.077,2723.6,-57.47700000000032,12.574670404106467,-44.902329595893846,-3.637757208009182,0.8379743480099844
2015-07-10,IH,current,IH1507,2015-07-17,2898.41,2853.0,-45.409999999999854,5.211763171305646,-40.198236828694206,-72.31726775553979,1.0
2015-07-10,IH,next,IH1508,2015-08-21,2898.41,2809.8,-88.60999999999967,8.300835318747158,-80.30916468125251,-24.079577545601087,1.0
