date,product,role,contract,expire,spot,future,basis_raw,dpv_pts,basis_adj,annualized_rate,announced_ratio,calibre
2015-01-15,IC,current,IC1501,2015-01-16,5449.038,,,0.0,,,,p
2015-01-15,IC,current,IC1501,2015-01-16,5449.038,,,0.0,,,,pq
2015-01-15,IC,next,IC1502,2015-02-20,5449.038,,,0.05489016464855799,,,1.0,y
2015-01-15,IC,next,IC1502,2015-02-20,5449.038,,,0.05489016464855799,,,1.0,d
2015-01-15,IC,next,IC1502,2015-02-20,5449.038,,,0.05489016464855799,,,1.0,p
2015-01-15,IC,next,IC1502,2015-02-20,5449.038,,,0.05489016464855799,,,1.0,pq
2015-01-15,IC,q1,IC1503,2015-03-20,5449.038,,,0.20441296764207578,,,0.26852584394092793,y
2015-01-15,IC,q1,IC1503,2015-03-20,5449.038,,,0.20441296764207578,,,0.26852584394092793,d
2015-01-15,IC,q1,IC1503,2015-03-20,5449.038,,,0.20441296764207578,,,0.26852584394092793,p
2015-01-15,IC,q1,IC1503,2015-03-20,5449.038,,,0.20441296764207578,,,0.26852584394092793,pq
2015-01-15,IC,q2,IC1506,2015-06-19,5449.038,,,31.25630993726136,,,0.0017561306743737583,y
2015-01-15,IC,q2,IC1506,2015-06-19,5449.038,,,31.267733677445893,,,0.0017554890678933817,d
2015-01-15,IC,q2,IC1506,2015-06-19,5449.038,,,31.395801327768194,,,0.001748328194445863,p
2015-01-15,IC,q2,IC1506,2015-06-19,5449.038,,,31.395801327768194,,,0.001748328194445863,pq
2015-01-16,IC,current,IC1501,2015-01-16,5520.123,,,0.0,,,,y
2015-01-16,IC,current,IC1501,2015-01-16,5520.123,,,0.0,,,,d
2015-01-16,IC,current,IC1501,2015-01-16,5520.123,,,0.0,,,,p
2015-01-16,IC,current,IC1501,2015-01-16,5520.123,,,0.0,,,,pq
2015-01-16,IC,next,IC1502,2015-02-20,5520.123,,,0.05560623000799258,,,1.0,y
2015-01-16,IC,next,IC1502,2015-02-20,5520.123,,,0.05560623000799258,,,1.0,d
2015-01-16,IC,next,IC1502,2015-02-20,5520.123,,,0.05560623000799258,,,1.0,p
2015-01-16,IC,next,IC1502,2015-02-20,5520.123,,,0.05560623000799258,,,1.0,pq
2015-01-16,IC,q1,IC1503,2015-03-20,5520.123,,,0.20707962105958488,,,0.26852584394092793,y
2015-01-16,IC,q1,IC1503,2015-03-20,5520.123,,,0.20707962105958488,,,0.26852584394092793,d
2015-01-16,IC,q1,IC1503,2015-03-20,5520.123,,,0.20707962105958488,,,0.26852584394092793,p
2015-01-16,IC,q1,IC1503,2015-03-20,5520.123,,,0.20707962105958488,,,0.26852584394092793,pq
2015-01-16,IC,q2,IC1506,2015-06-19,5520.123,,,31.664061689385353,,,0.0017561306743737583,y
2015-01-16,IC,q2,IC1506,2015-06-19,5520.123,,,31.675634457080985,,,0.0017554890678933817,d
2015-01-16,IC,q2,IC1506,2015-06-19,5520.123,,,31.80537280394149,,,0.001748328194445863,p
2015-01-16,IC,q2,IC1506,2015-06-19,5520.123,,,31.80537280394149,,,0.001748328194445863,pq
2015-01-19,IC,current,IC1502,2015-02-20,5281.895,,,0.053206471712327064,,,1.0,y
2015-01-19,IC,current,IC1502,2015-02-20,5281.895,,,0.053206471712327064,,,1.0,d
2015-01-19,IC,current,IC1502,2015-02-20,5281.895,,,0.053206471712327064,,,1.0,p
2015-01-19,IC,current,IC1502,2015-02-20,5281.895,,,0.053206471712327064,,,1.0,pq
2015-01-19,IC,next,IC1503,2015-03-20,5281.895,,,0.19814283396882937,,,0.26852584394092793,y
2015-01-19,IC,next,IC1503,2015-03-20,5281.895,,,0.19814283396882937,,,0.26852584394092793,d
